"","agency_code","id","surv_year","collection_date","site_code","species_display_name","sex_type","trap_acronym","num_count","test_target_acronym","test_method_name","test_status_name","agency_id","pool_longitude","pool_latitude"
"3034","AGENCY",1624972,2021,2021-07-12,124969,"Cx tarsalis","female","CO2",34,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.273191618181,38.746105341763
"3035","AGENCY",1655107,2021,2021-08-13,26,"Cx tarsalis","female","CO2",93,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.295720032388,38.8363438351038
"3036","AGENCY",1589447,2021,2021-05-17,213962,"Cx pipiens","female","GRVD",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.273719736421,38.7988075773942
"3037","AGENCY",1678460,2021,2021-09-13,214956,"Cx pipiens","female","GRVD",19,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.228718146591,38.8307627625153
"3038","AGENCY",1678456,2021,2021-09-13,270954,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.15250655977,38.7514778893467
"3039","AGENCY",1664055,2021,2021-08-23,395742,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.210041517005,38.8366326612019
"3040","AGENCY",1631687,2021,2021-07-19,270954,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.215045717842,38.8204432727839
"3041","AGENCY",1619592,2021,2021-07-05,270958,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.166873678598,38.703828764898
"3042","AGENCY",1658161,2021,2021-08-16,204002,"Cx pipiens","female","CO2",11,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.171846301105,38.8207041270509
"3043","AGENCY",1619532,2021,2021-07-05,244953,"Cx pipiens","female","CO2",37,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.237917526265,38.7633851377952
"3044","AGENCY",1719914,2021,2021-10-08,201957,"Cx pipiens","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.193847688592,38.8496473466371
"3045","AGENCY",1762857,2021,2021-10-22,435740,"An freeborni","female","CO2",1,NA,NA,NA,1,-121.262778232588,38.6999364944242
"3046","AGENCY",1593657,2021,2021-05-31,242977,"Cx pipiens","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.287445866665,38.8685367301343
"3047","AGENCY",1589530,2021,2021-05-21,144964,"Cx pipiens","female","GRVD",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.119941917387,38.7510745773735
"3048","AGENCY",1631673,2021,2021-07-19,203952,"Cx tarsalis","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.109326812236,38.7523309254703
"3049","AGENCY",1726090,2021,2021-10-18,244953,"Cx tarsalis","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.076227942874,38.7589093130596
"3050","AGENCY",1593713,2021,2021-05-31,122956,"Cx pipiens","female","CO2",6,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.295528943026,38.7984272100996
"3051","AGENCY",1634372,2021,2021-07-23,222015,"Cx tarsalis","female","CO2",10,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.195267044469,38.796037253005
"3052","AGENCY",1675308,2021,2021-09-10,435372,"Cx tarsalis","female","BGSENT",24,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.237471793222,38.812107194379
"3053","AGENCY",1710132,2021,2021-09-12,0,"Cx tarsalis","female","CO2",9,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.092600968721,38.7782379710328
"3054","AGENCY",1658217,2021,2021-08-16,260954,"Cx pipiens","female","CO2",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.143645372278,38.8378265431721
"3055","AGENCY",1642366,2021,2021-07-30,113952,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.266444541366,38.8214956700026
"3056","AGENCY",1615940,2021,2021-07-02,102954,"Cx pipiens","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.179228849663,38.7060952148519
"3057","AGENCY",1624979,2021,2021-07-12,134967,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.325418740049,38.7807675508056
"3058","AGENCY",1665515,2021,2021-08-27,1,"Cx erythrothorax","female","CO2",100,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.168450165578,38.7407584977827
"3059","AGENCY",1710416,2021,2021-09-24,102958,"Cx pipiens","female","GRVD",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.229495284868,38.6967977502078
"3060","AGENCY",1634318,2021,2021-07-23,221979,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.173733782227,38.8052814614323
"3061","AGENCY",1637482,2021,2021-07-23,25,"Cx pipiens","female","CO2",24,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.284866748543,38.7636991168393
"3062","AGENCY",1648389,2021,2021-08-06,144964,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.217605053466,38.844906302727
"3063","AGENCY",1661536,2021,2021-08-20,182,"Cx pipiens","female","GRVD",11,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.165084324717,38.7667124177549
"3064","AGENCY",1646856,2021,2021-08-02,133961,"Cx tarsalis","female","GRVD",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.109295685181,38.7570107981269
"3065","AGENCY",1627319,2021,2021-07-10,169,"Cx pipiens","female","GRVD",5,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.191915494316,38.8281780446284
"3066","AGENCY",1671123,2021,2021-09-04,135961,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.214991729968,38.7385822452358
"3067","AGENCY",1710094,2021,2021-09-24,233964,"Cx pipiens","female","GRVD",12,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.298828229574,38.756753627497
"3068","AGENCY",1652235,2021,2021-08-09,134971,"Cx pipiens","female","CO2",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.249283444351,38.7472623997802
"3069","AGENCY",1619126,2021,2021-06-11,144971,"Cx tarsalis","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.13160907664,38.768328135896
"3070","AGENCY",1680051,2021,2021-09-17,121,"Cx pipiens","female","CO2",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.290510980425,38.7847284805578
"3071","AGENCY",1724551,2021,2021-10-16,135961,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.102257952813,38.7532550525346
"3072","AGENCY",1646075,2021,2021-08-01,178,"Cx pipiens","female","GRVD",12,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.144769953374,38.7434009262955
"3073","AGENCY",1648604,2021,2021-08-06,211984,"Cx pipiens","female","GRVD",15,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.255750878702,38.8670122594553
"3074","AGENCY",1678483,2021,2021-09-13,122957,"Cx pipiens","female","CO2",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.114545419059,38.7373854389612
"3075","AGENCY",1673606,2021,2021-09-06,242977,"Cx pipiens","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.208469804989,38.7961152394204
"3076","AGENCY",1673875,2021,2021-09-06,204002,"Cx pipiens","female","GRVD",46,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.300830585088,38.8611678506186
"3077","AGENCY",1621286,2021,2021-07-09,222995,"Cx pipiens","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.280229356871,38.8625159395096
"3078","AGENCY",1710037,2021,2021-09-24,222015,"Cx pipiens","female","CO2",22,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.251802290831,38.8198926169549
"3079","AGENCY",1654410,2021,2021-08-13,221961,"Cx pipiens","female","GRVD",4,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.265926538223,38.7442109483063
"3080","AGENCY",1591509,2021,2021-05-29,201967,"Cx tarsalis","female","CO2",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.19314410362,38.7947255517377
"3081","AGENCY",1610405,2021,2021-06-25,115953,"Cx tarsalis","female","CO2",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.310563443231,38.7356833546414
"3082","AGENCY",1639631,2021,2021-07-26,254958,"Cx pipiens","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.264825290268,38.8235422933362
"3083","AGENCY",1676387,2021,2021-09-10,15,"Cx tarsalis","female","CO2",23,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.267781294531,38.8487971137078
"3084","AGENCY",1680537,2021,2021-09-17,222016,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.107286623166,38.7932864806016
"3085","AGENCY",1654418,2021,2021-08-13,221983,"Cx tarsalis","female","CO2",30,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.199965404442,38.7964784069389
"3086","AGENCY",1671117,2021,2021-09-04,144967,"Cx pipiens","female","CO2",16,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.259587885622,38.7917559728122
"3087","AGENCY",1642384,2021,2021-07-30,114959,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.158195496696,38.7380096078552
"3088","AGENCY",1669008,2021,2021-08-30,241955,"Cx pipiens","female","CO2",30,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.26881495472,38.8251628294281
"3089","AGENCY",1624357,2021,2021-07-12,431723,"Cx pipiens","female","BGSENT",26,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.229410230274,38.75363891849
"3090","AGENCY",1648367,2021,2021-08-06,222970,"Cx tarsalis","female","CO2",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.204337167859,38.7369778413654
"3091","AGENCY",1632755,2021,2021-07-17,7,"Cx tarsalis","female","CO2",99,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.255593882439,38.7999943605498
"3092","AGENCY",1680075,2021,2021-09-17,200957,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.16670214198,38.8035050153524
"3093","AGENCY",1658013,2021,2021-08-15,45,"Cx pipiens","female","CO2",36,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.166761177193,38.7636323540267
"3094","AGENCY",1589440,2021,2021-05-17,213971,"Cx tarsalis","female","CO2",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.232496091981,38.7489979873386
"3095","AGENCY",1652193,2021,2021-08-09,204003,"Cx pipiens","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.076385663504,38.7731365447046
"3096","AGENCY",1621232,2021,2021-07-09,200957,"Cx tarsalis","female","CO2",39,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.23083633347,38.7006022108202
"3097","AGENCY",1671629,2021,2021-09-04,24,"Cx pipiens","female","CO2",45,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.286214790452,38.7274574861328
"3098","AGENCY",1619550,2021,2021-07-05,134967,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.235424548522,38.7616029996748
"3099","AGENCY",1673877,2021,2021-09-06,134964,"Cx pipiens","female","GRVD",10,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.299587895402,38.8621646432851
"3100","AGENCY",1720068,2021,2021-10-08,166,"Cx pipiens","female","GRVD",16,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.325137779257,38.8462302438266
"3101","AGENCY",1633913,2021,2021-07-23,410781,"Cx tarsalis","female","CO2",5,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.212181744721,38.7839249318032
"3102","AGENCY",1664031,2021,2021-08-23,244953,"Cx tarsalis","female","CO2",10,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.228578763085,38.7115285180832
"3103","AGENCY",1593680,2021,2021-05-31,254958,"Cx pipiens","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.284401736061,38.7005897718951
"3104","AGENCY",1710171,2021,2021-09-17,45,"Cx erythrothorax","female","CO2",58,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.34172097314,38.8674616673675
"3105","AGENCY",1593661,2021,2021-05-31,253972,"Cx pipiens","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.289437458723,38.7241396638897
"3106","AGENCY",1619101,2021,2021-06-11,145953,"Cx pipiens","female","GRVD",5,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.156237097521,38.7382045221081
"3107","AGENCY",1670864,2021,2021-09-04,114954,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.330283424316,38.8458863014518
"3108","AGENCY",1708719,2021,2021-09-20,252967,"Cx pipiens","female","CO2",12,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.189697456322,38.7451892176347
"3109","AGENCY",1646078,2021,2021-08-01,176,"Cx pipiens","female","GRVD",11,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.095920714733,38.7475696128054
"3110","AGENCY",1669033,2021,2021-08-30,213962,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.324473502742,38.740229305759
"3111","AGENCY",1642727,2021,2021-07-30,144964,"Cx pipiens","female","GRVD",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.198734806856,38.7061969791333
"3112","AGENCY",1619165,2021,2021-06-11,221961,"Cx pipiens","female","CO2",11,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.19156830541,38.7921255027865
"3113","AGENCY",1659810,2021,2021-08-20,221954,"Cx tarsalis","female","CO2",5,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.258927162213,38.809353590001
"3114","AGENCY",1619680,2021,2021-06-27,20,"Cx tarsalis","female","CO2",32,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.185567122395,38.7913724989277
"3115","AGENCY",1724565,2021,2021-10-16,102958,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.268888769273,38.8443354696041
"3116","AGENCY",1719619,2021,2021-10-08,232952,"Cx tarsalis","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.247550841757,38.8158462276205
"3117","AGENCY",1644415,2021,2021-07-30,23,"Cx tarsalis","female","CO2",68,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.296003687896,38.8569083683309
"3118","AGENCY",1624995,2021,2021-07-12,134956,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.133799727163,38.8146332669196
"3119","AGENCY",1719608,2021,2021-10-08,232966,"Cx pipiens","female","CO2",8,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.223737676539,38.8266980314751
"3120","AGENCY",1653299,2021,2021-08-06,1,"Cx tarsalis","female","CO2",36,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.109769476439,38.7924001782138
"3121","AGENCY",1608007,2021,2021-06-21,213971,"Cx pipiens","female","CO2",6,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.241526491318,38.8106383116717
"3122","AGENCY",1715421,2021,2021-10-01,114959,"Cx tarsalis","female","GRVD",6,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.231416813665,38.7153443104267
"3123","AGENCY",1619104,2021,2021-06-11,144967,"Cx pipiens","female","GRVD",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.181717992185,38.8348519367788
"3124","AGENCY",1626252,2021,2021-07-16,232952,"Cx pipiens","female","CO2",4,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.264932996054,38.8225721283397
"3125","AGENCY",1591461,2021,2021-05-29,221961,"Cx pipiens","female","CO2",11,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.226493106666,38.8148125993999
"3126","AGENCY",1626241,2021,2021-07-16,232963,"Cx tarsalis","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.127406597283,38.7863600014547
"3127","AGENCY",1619100,2021,2021-06-11,145953,"Cx tarsalis","female","CO2",6,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.162462444962,38.7789089285075
"3128","AGENCY",1654425,2021,2021-08-13,145971,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.136216284038,38.7232717581285
"3129","AGENCY",1652173,2021,2021-08-09,279952,"Cx tarsalis","female","CO2",33,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.286024505285,38.7865875329133
"3130","AGENCY",1658214,2021,2021-08-16,270958,"Cx pipiens","female","GRVD",9,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.244962948757,38.8424643716657
"3131","AGENCY",1668161,2021,2021-08-29,14,"Cx tarsalis","female","CO2",34,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.285351750664,38.8546492403493
"3132","AGENCY",1610702,2021,2021-06-25,212953,"Cx pipiens","female","GRVD",7,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.278066833152,38.8514375101627
"3133","AGENCY",1653264,2021,2021-08-06,20,"Cx pipiens","female","CO2",78,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.171950965173,38.8270601004168
"3134","AGENCY",1675315,2021,2021-09-10,222995,"Cx pipiens","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.187566083367,38.7642408839831
"3135","AGENCY",1655091,2021,2021-08-13,46,"Cx tarsalis","female","CO2",100,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.085111764821,38.7309101064964
"3136","AGENCY",1616271,2021,2021-07-02,135961,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.193311893465,38.6987746678577
"3137","AGENCY",1589511,2021,2021-05-21,203971,"Cx pipiens","female","GRVD",7,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.144294924417,38.7354424504607
"3138","AGENCY",1642725,2021,2021-07-30,144964,"Cx pipiens","female","CO2",8,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.087298934033,38.7594666945227
"3139","AGENCY",1660127,2021,2021-08-20,212960,"Cx tarsalis","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.159563925373,38.7843027852562
"3140","AGENCY",1639674,2021,2021-07-26,134956,"Cx tarsalis","female","CO2",21,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.293096106045,38.7879576944851
"3141","AGENCY",1658245,2021,2021-08-16,231971,"Cx pipiens","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.18958856566,38.7760175525282
"3142","AGENCY",1654424,2021,2021-08-13,136956,"Cx pipiens","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.113291532535,38.7661378437368
"3143","AGENCY",1652412,2021,2021-08-09,241955,"Cx pipiens","female","CO2",23,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.285644504389,38.8254672026285
"3144","AGENCY",1653258,2021,2021-08-06,14,"Cx tarsalis","female","CO2",93,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.350828992057,38.778227159168
"3145","AGENCY",1589420,2021,2021-05-17,244953,"Cx tarsalis","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.329948840619,38.7142778090285
"3146","AGENCY",1653319,2021,2021-08-06,16,"Cx tarsalis","female","CO2",98,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.146474056557,38.8313443500349
"3147","AGENCY",1708713,2021,2021-09-20,242977,"Cx pipiens","female","CO2",40,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.225226837152,38.7770852837901
"3148","AGENCY",1595838,2021,2021-06-04,144956,"Cx pipiens","female","CO2",21,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.241067774697,38.7169586227691
"3149","AGENCY",1648404,2021,2021-08-06,144971,"Cx pipiens","female","CO2",5,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.268729364315,38.8300761151889
"3150","AGENCY",1595109,2021,2021-06-04,221983,"Cx pipiens","female","GRVD",10,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.303173090478,38.8105044891321
"3151","AGENCY",1678474,2021,2021-09-13,260954,"Cx tarsalis","female","CO2",11,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.232592604395,38.8196754024361
"3152","AGENCY",1680554,2021,2021-09-17,233964,"Cx tarsalis","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.1735878464,38.8167374404762
"3153","AGENCY",1608021,2021,2021-06-21,204002,"Cx pipiens","female","GRVD",21,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.287656939069,38.8400492338247
"3154","AGENCY",1658026,2021,2021-08-15,23,"Cx tarsalis","female","CO2",81,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.150537840288,38.7927107378504
"3155","AGENCY",1627303,2021,2021-07-08,44,"Cx tarsalis","female","CO2",68,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.127547519548,38.7321503541231
"3156","AGENCY",1619554,2021,2021-07-05,134967,"Cx pipiens","female","GRVD",7,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.317814091289,38.8592675672095
"3157","AGENCY",1673652,2021,2021-09-06,213997,"Cx tarsalis","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.319430788631,38.704363386312
"3158","AGENCY",1648371,2021,2021-08-06,15,"Cx pipiens","female","CO2",10,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.248399088104,38.8301021857191
"3159","AGENCY",1715770,2021,2021-10-01,212960,"Cx tarsalis","female","CO2",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.27791980996,38.813799459684
"3160","AGENCY",1652218,2021,2021-08-09,233019,"Cx tarsalis","female","CO2",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.056919074402,38.7286921720782
"3161","AGENCY",1652166,2021,2021-08-09,410935,"Cx pipiens","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.253282706622,38.8028820754024
"3162","AGENCY",1665708,2021,2021-08-27,233964,"Cx tarsalis","female","CO2",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.23313194523,38.8136899373002
"3163","AGENCY",1669065,2021,2021-08-30,134967,"Cx pipiens","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.197840542708,38.8319028594183
"3164","AGENCY",1652187,2021,2021-08-09,204980,"Cx pipiens","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.258001501509,38.7747080150249
"3165","AGENCY",1590087,2021,2021-05-24,213997,"Cx pipiens","female","GRVD",22,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.311781051754,38.8347282601678
"3166","AGENCY",1621303,2021,2021-07-09,366239,"Cx pipiens","female","GRVD",4,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.226084762586,38.7604800295862
"3167","AGENCY",1648386,2021,2021-08-06,222015,"Cx tarsalis","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.292563329556,38.8567365603399
"3168","AGENCY",1634806,2021,2021-07-23,135961,"Cx pipiens","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.168564812567,38.7304947944324
"3169","AGENCY",1619716,2021,2021-07-02,40,"Cx tarsalis","female","CO2",100,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.224191772914,38.7601315369643
"3170","AGENCY",1654492,2021,2021-08-13,203971,"Cx pipiens","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.265984778575,38.8538636458217
"3171","AGENCY",1619098,2021,2021-06-11,115953,"Cx pipiens","female","GRVD",5,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.31341726363,38.8234910237994
"3172","AGENCY",1634834,2021,2021-07-24,212968,"Cx pipiens","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.275159681471,38.7233415270822
"3173","AGENCY",1660139,2021,2021-08-20,114959,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.304829469443,38.8554006144391
"3174","AGENCY",1680542,2021,2021-09-17,231989,"Cx pipiens","female","CO2",11,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.229183303367,38.6941722219108
"3175","AGENCY",1627289,2021,2021-07-08,16,"Cx pipiens","female","CO2",100,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.258911879224,38.8428302387142
"3176","AGENCY",1652413,2021,2021-08-09,231970,"Cx pipiens","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.268597569295,38.830923249383
"3177","AGENCY",1642780,2021,2021-07-30,212999,"Cx pipiens","female","CO2",14,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.345724548391,38.7216542555824
"3178","AGENCY",1724560,2021,2021-10-16,102958,"Cx pipiens","female","CO2",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.169749017318,38.8092929710828
"3179","AGENCY",1634311,2021,2021-07-23,242960,"Cx pipiens","female","GRVD",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.187872651719,38.8311581353886
"3180","AGENCY",1715742,2021,2021-10-01,146964,"Cx pipiens","female","CO2",9,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.200255546301,38.812360220395
"3181","AGENCY",1710421,2021,2021-09-24,135961,"Cx tarsalis","female","GRVD",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.213993167247,38.825226049282
"3182","AGENCY",1710117,2021,2021-09-12,21,"Cx pipiens","female","CO2",14,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.193428530276,38.7157618465534
